14383739056739440,-3048,-13436,-206,322,18
Sat Aug 01 2015 19:42:19 GMT+0900 (Korea Standard Time),-3940,180,-17736,2023,4475,-959
Sat Aug 01 2015 19:42:19 GMT+0900 (Korea Standard Time),-3144,6656,-13812,-8592,-10496,6720
Sat Aug 01 2015 19:42:20 GMT+0900 (Korea Standard Time),-7484,11176,-11744,1140,5921,5588
Sat Aug 01 2015 19:42:20 GMT+0900 (Korea Standard Time),2276,2588,-21416,14412,18424,-6630
Sat Aug 01 2015 19:42:20 GMT+0900 (Korea Standard Time),-1232,5976,-13232,-14853,-20581,6851
Sat Aug 01 2015 19:42:21 GMT+0900 (Korea Standard Time),-2664,13872,-9408,-7093,-15519,5178
Sat Aug 01 2015 19:42:21 GMT+0900 (Korea Standard Time),1380,12976,-8624,23519,25142,-9699
Sat Aug 01 2015 19:42:21 GMT+0900 (Korea Standard Time),8144,3764,-13256,11066,929,-4562
Sat Aug 01 2015 19:42:22 GMT+0900 (Korea Standard Time),-220,10312,-13268,-12037,-16647,10540
Sat Aug 01 2015 19:42:22 GMT+0900 (Korea Standard Time),2388,16404,-6564,-25,11248,8485
Sat Aug 01 2015 19:42:22 GMT+0900 (Korea Standard Time),10620,9792,-6432,13143,5352,-2243
Sat Aug 01 2015 19:42:23 GMT+0900 (Korea Standard Time),1152,2700,-16776,-6783,-10501,-1019
Sat Aug 01 2015 19:42:23 GMT+0900 (Korea Standard Time),-3176,11972,-12044,-6960,-5105,8446
Sat Aug 01 2015 19:42:23 GMT+0900 (Korea Standard Time),7184,9316,-13316,22961,7767,-86
Sat Aug 01 2015 19:42:24 GMT+0900 (Korea Standard Time),3272,3812,-16080,-13380,-14848,-1315
Sat Aug 01 2015 19:42:24 GMT+0900 (Korea Standard Time),-4136,12960,-12584,-5790,-6553,14918
Sat Aug 01 2015 19:42:24 GMT+0900 (Korea Standard Time),64,11736,-8080,1862,5100,1653
Sat Aug 01 2015 19:42:25 GMT+0900 (Korea Standard Time),-1292,9924,-12948,4187,4239,-3159
Sat Aug 01 2015 19:42:25 GMT+0900 (Korea Standard Time),-1300,7672,-15108,220,1259,-1921
Sat Aug 01 2015 19:42:25 GMT+0900 (Korea Standard Time),-792,8144,-15320,-1636,2116,-450
Sat Aug 01 2015 19:42:26 GMT+0900 (Korea Standard Time),-20,7744,-14868,-1346,-423,-27
Sat Aug 01 2015 19:42:26 GMT+0900 (Korea Standard Time),-612,7600,-14504,-162,409,-661
Sat Aug 01 2015 19:42:26 GMT+0900 (Korea Standard Time),-1532,6996,-15280,-224,-557,590
Sat Aug 01 2015 19:42:27 GMT+0900 (Korea Standard Time),-92,7320,-15292,36,414,-459
Sat Aug 01 2015 19:42:27 GMT+0900 (Korea Standard Time),-96,7248,-14512,-422,-29,780
Sat Aug 01 2015 19:42:27 GMT+0900 (Korea Standard Time),-276,6880,-14684,-405,531,-335
Sat Aug 01 2015 19:42:28 GMT+0900 (Korea Standard Time),-1096,6600,-15388,488,248,-45
Sat Aug 01 2015 19:42:28 GMT+0900 (Korea Standard Time),-212,7312,-15476,-102,229,-388
Sat Aug 01 2015 19:42:28 GMT+0900 (Korea Standard Time),316,6860,-15080,-750,170,131
Sat Aug 01 2015 19:42:29 GMT+0900 (Korea Standard Time),772,6880,-15124,-460,311,74
Sat Aug 01 2015 19:42:29 GMT+0900 (Korea Standard Time),640,6892,-15296,-836,38,553
Sat Aug 01 2015 19:42:29 GMT+0900 (Korea Standard Time),332,6856,-15352,-452,145,108
Sat Aug 01 2015 19:42:30 GMT+0900 (Korea Standard Time),652,6912,-15304,52,72,166
Sat Aug 01 2015 19:42:30 GMT+0900 (Korea Standard Time),592,6744,-15252,-350,184,10
Sat Aug 01 2015 19:42:30 GMT+0900 (Korea Standard Time),684,6728,-15192,28,86,-106
Sat Aug 01 2015 19:42:31 GMT+0900 (Korea Standard Time),708,7004,-15416,-308,-161,213
Sat Aug 01 2015 19:42:31 GMT+0900 (Korea Standard Time),388,6756,-15260,-250,-146,132
Sat Aug 01 2015 19:42:31 GMT+0900 (Korea Standard Time),432,6664,-15580,49,17,8
Sat Aug 01 2015 19:42:32 GMT+0900 (Korea Standard Time),936,6816,-15260,-135,98,89
Sat Aug 01 2015 19:42:32 GMT+0900 (Korea Standard Time),584,6580,-15156,-308,131,-148
Sat Aug 01 2015 19:42:33 GMT+0900 (Korea Standard Time),636,6732,-15384,-344,-73,312
Sat Aug 01 2015 19:42:33 GMT+0900 (Korea Standard Time),888,6868,-15232,-336,22,184
Sat Aug 01 2015 19:42:33 GMT+0900 (Korea Standard Time),844,6736,-15308,-88,84,126
Sat Aug 01 2015 19:42:34 GMT+0900 (Korea Standard Time),900,6780,-15268,-214,286,5
Sat Aug 01 2015 19:42:34 GMT+0900 (Korea Standard Time),420,6588,-15468,-311,112,116
Sat Aug 01 2015 19:42:34 GMT+0900 (Korea Standard Time),852,6764,-15312,-188,74,128
Sat Aug 01 2015 19:42:35 GMT+0900 (Korea Standard Time),1024,6728,-15208,-368,513,-212
Sat Aug 01 2015 19:42:35 GMT+0900 (Korea Standard Time),-96,6088,-16988,664,223,-202
Sat Aug 01 2015 19:42:35 GMT+0900 (Korea Standard Time),-16,5988,-14708,-460,-351,-177
Sat Aug 01 2015 19:42:36 GMT+0900 (Korea Standard Time),-108,6360,-15708,-66,286,-261
Sat Aug 01 2015 19:42:36 GMT+0900 (Korea Standard Time),292,5980,-15952,-257,421,39
Sat Aug 01 2015 19:42:36 GMT+0900 (Korea Standard Time),592,6128,-15924,-581,460,213
Sat Aug 01 2015 19:42:37 GMT+0900 (Korea Standard Time),820,6216,-15524,-100,49,22
Sat Aug 01 2015 19:42:37 GMT+0900 (Korea Standard Time),672,5816,-15712,-624,481,261
Sat Aug 01 2015 19:42:37 GMT+0900 (Korea Standard Time),816,5676,-15756,813,464,-292
Sat Aug 01 2015 19:42:38 GMT+0900 (Korea Standard Time),1032,5600,-15768,29,-29,-187
Sat Aug 01 2015 19:42:38 GMT+0900 (Korea Standard Time),1160,5736,-15524,-263,212,169
Sat Aug 01 2015 19:42:38 GMT+0900 (Korea Standard Time),1184,5948,-15660,-268,-50,-15
Sat Aug 01 2015 19:42:39 GMT+0900 (Korea Standard Time),1220,5892,-15444,-413,435,-84
Sat Aug 01 2015 19:42:39 GMT+0900 (Korea Standard Time),1360,5964,-15736,-356,73,-29
Sat Aug 01 2015 19:42:39 GMT+0900 (Korea Standard Time),1364,6172,-15528,-210,-86,223
Sat Aug 01 2015 19:42:40 GMT+0900 (Korea Standard Time),1380,5988,-15732,-10,-29,118
Sat Aug 01 2015 19:42:40 GMT+0900 (Korea Standard Time),1248,5880,-15612,-236,-50,54
Sat Aug 01 2015 19:42:40 GMT+0900 (Korea Standard Time),1236,5956,-15564,-310,118,61
Sat Aug 01 2015 19:42:41 GMT+0900 (Korea Standard Time),1588,6192,-15824,-709,227,314
Sat Aug 01 2015 19:42:41 GMT+0900 (Korea Standard Time),1244,5896,-15648,-778,-47,375
Sat Aug 01 2015 19:42:41 GMT+0900 (Korea Standard Time),1436,6056,-15500,-524,154,174
Sat Aug 01 2015 19:42:42 GMT+0900 (Korea Standard Time),1620,6248,-15396,-567,79,97
Sat Aug 01 2015 19:42:42 GMT+0900 (Korea Standard Time),1336,6128,-15424,-464,98,191
Sat Aug 01 2015 19:42:42 GMT+0900 (Korea Standard Time),1800,6088,-15240,-342,276,95
Sat Aug 01 2015 19:42:43 GMT+0900 (Korea Standard Time),1488,6024,-15552,-287,216,96
Sat Aug 01 2015 19:42:43 GMT+0900 (Korea Standard Time),1564,6132,-15660,-190,196,-16
Sat Aug 01 2015 19:42:43 GMT+0900 (Korea Standard Time),1652,6148,-15808,-325,-128,168
Sat Aug 01 2015 19:42:44 GMT+0900 (Korea Standard Time),1456,5892,-15396,-98,18,-47
Sat Aug 01 2015 19:42:44 GMT+0900 (Korea Standard Time),1520,5916,-15660,-235,215,136
Sat Aug 01 2015 19:42:44 GMT+0900 (Korea Standard Time),1260,6180,-15656,-255,266,49
Sat Aug 01 2015 19:42:45 GMT+0900 (Korea Standard Time),1584,6200,-15400,-237,-97,219
Sat Aug 01 2015 19:42:45 GMT+0900 (Korea Standard Time),1780,5908,-15492,-35,243,56
Sat Aug 01 2015 19:42:45 GMT+0900 (Korea Standard Time),1580,6352,-15396,551,-239,-257
Sat Aug 01 2015 19:42:46 GMT+0900 (Korea Standard Time),1796,6236,-15672,403,-351,454
Sat Aug 01 2015 19:42:46 GMT+0900 (Korea Standard Time),2132,6024,-15424,-188,539,5
